candidate_id,gender,ethnicity,education_level,age,university_rank,years_experience
2565,Female,White,Bachelor,21,Tier 3,0.0
2566,Female,Hispanic,Master,24,Tier 3,2.0
2567,Male,White,Bachelor,22,Tier 3,0.0
2568,Female,Asian,Master,52,Tier 3,6.0
2569,Male,Black,Master,42,Tier 3,9.0
2570,Female,White,Bachelor,22,Tier 2,0.0
2571,Male,White,Bachelor,48,Tier 3,9.0
2572,Male,Asian,Master,24,Tier 2,0.0
2573,Prefer not to say,White,Bachelor,41,Tier 3,9.0
2574,Female,Hispanic,Bachelor,50,Tier 3,7.0
2575,Male,Asian,Bachelor,50,Tier 2,5.0
2576,Prefer not to say,Hispanic,Bachelor,22,Tier 3,1.0
2577,Female,Hispanic,Bachelor,41,Tier 3,5.0
2578,Male,White,Bachelor,32,Tier 2,8.0
2579,Female,Hispanic,Bachelor,54,Tier 3,7.0
2580,Female,Asian,Bachelor,21,Tier 3,2.0
2581,Female,Black,Master,24,Tier 1,1.0
2582,Female,Black,Bachelor,21,Tier 3,0.0
2583,Male,White,Bachelor,47,Tier 1,10.0
2584,Male,Black,Bachelor,35,Tier 3,4.0
2585,Female,Asian,Bachelor,22,Tier 1,0.0
2586,Male,White,Master,25,Tier 1,4.0
2587,Female,Asian,PhD,42,Tier 3,10.0
2588,Female,Asian,Master,26,Tier 3,1.0
2589,Male,Hispanic,Bachelor,21,Tier 3,0.0
2590,Male,Asian,Master,25,Tier 3,3.0
2591,Female,Hispanic,Bachelor,21,Tier 3,0.0
2592,Female,Asian,Bachelor,35,Tier 2,5.0
2593,Male,Black,Bachelor,21,Tier 2,0.0
2594,Male,Black,Bachelor,21,Tier 3,0.0
2595,Male,Hispanic,Master,26,Tier 3,1.0
2596,Male,Asian,Master,40,Tier 3,6.0
2597,Male,Prefer not to say,Bachelor,51,Tier 3,12.0
2598,Male,Asian,Bachelor,32,Tier 3,7.0
2599,Prefer not to say,Hispanic,Bachelor,21,Tier 3,0.0
2600,Other,Hispanic,Bachelor,23,Tier 2,0.0
2601,Male,Asian,Bachelor,30,Tier 2,3.0
2602,Male,Black,Master,24,Tier 3,0.0
2603,Female,Black,Bachelor,27,Tier 2,4.0
2604,Other,White,Bachelor,21,Tier 3,0.0
2605,Female,Black,Master,45,Tier 2,12.0
2606,Other,Hispanic,Master,27,Tier 3,1.0
2607,Female,White,Bachelor,28,Tier 2,0.0
2608,Female,Black,Master,22,Tier 2,0.0
2609,Male,Asian,Bachelor,27,Tier 3,2.0
2610,Prefer not to say,Black,PhD,52,Tier 3,7.0
2611,Female,White,Bachelor,22,Tier 3,0.0
2612,Female,Prefer not to say,Bachelor,21,Tier 3,1.0
2613,Other,Black,Bachelor,22,Tier 3,0.0
2614,Prefer not to say,Other,Master,48,Tier 2,5.0
2615,Female,Other,Master,24,Tier 3,0.0
2616,Female,Asian,Bachelor,23,Tier 3,0.0
2617,Female,Asian,Bachelor,23,Tier 3,0.0
2618,Male,Asian,Bachelor,22,Tier 2,2.0
2619,Prefer not to say,Asian,Bachelor,21,Tier 3,0.0
2620,Other,Hispanic,Master,43,Tier 3,8.0
2621,Male,Black,Bachelor,22,Tier 3,0.0
2622,Female,Hispanic,Master,38,Tier 3,6.0
2623,Prefer not to say,Other,Bachelor,34,Tier 2,4.0
2624,Female,Hispanic,Master,26,Tier 2,3.0
2625,Male,Black,Bachelor,30,Tier 3,4.0
2626,Female,White,Bachelor,21,Tier 1,0.0
2627,Other,Other,Master,47,Tier 1,9.0
2628,Female,Asian,Bachelor,36,Tier 3,6.0
2629,Female,Black,Bachelor,22,Tier 3,0.0
2630,Female,White,Bachelor,27,Tier 3,5.0
2631,Male,Hispanic,Master,29,Tier 2,1.0
2632,Other,Hispanic,Master,27,Tier 3,1.0
2633,Female,Black,Bachelor,42,Tier 3,9.0
2634,Male,White,Bachelor,39,Tier 3,5.0
2635,Prefer not to say,White,Master,42,Tier 3,10.0
2636,Female,Asian,Bachelor,45,Tier 3,12.0
2637,Prefer not to say,Hispanic,Bachelor,23,Tier 1,0.0
2638,Male,Black,Bachelor,22,Tier 3,0.0
2639,Female,White,Master,26,Tier 3,3.0
2640,Male,Other,Bachelor,46,Tier 3,12.0
2641,Other,White,Bachelor,41,Tier 3,7.0
2642,Female,Hispanic,Master,26,Tier 3,1.0
2643,Prefer not to say,Other,Bachelor,22,Tier 1,0.0
2644,Prefer not to say,Other,Bachelor,37,Tier 2,6.0
2645,Female,White,Master,28,Tier 3,1.0
2646,Male,White,Master,27,Tier 2,1.0
2647,Prefer not to say,Hispanic,Bachelor,22,Tier 3,1.0
2648,Other,Prefer not to say,Master,25,Tier 1,1.0
2649,Male,Black,Master,49,Tier 2,7.0
2650,Prefer not to say,Hispanic,Bachelor,23,Tier 3,0.0
2651,Male,Other,Bachelor,54,Tier 3,10.0
2652,Female,White,Master,54,Tier 3,6.0
2653,Female,Other,Bachelor,22,Tier 3,0.0
2654,Female,Hispanic,PhD,33,Tier 3,6.0
2655,Male,Asian,Bachelor,22,Tier 3,0.0
2656,Male,Asian,Bachelor,22,Tier 3,0.0
2657,Female,White,Bachelor,50,Tier 2,9.0
2658,Male,Asian,Master,24,Tier 3,0.0
2659,Female,White,Bachelor,22,Tier 2,0.0
2660,Male,Other,Bachelor,44,Tier 2,8.0
2661,Female,Prefer not to say,Bachelor,54,Tier 3,11.0
2662,Other,Hispanic,Bachelor,23,Tier 3,1.0
2663,Male,Other,Master,28,Tier 2,3.0
2664,Male,Black,Bachelor,21,Tier 3,0.0
2665,Other,Black,Bachelor,23,Tier 3,0.0
2666,Female,Hispanic,Bachelor,47,Tier 3,7.0
2667,Male,White,Master,24,Tier 3,0.0
2668,Male,Black,Bachelor,23,Tier 3,2.0
2669,Other,Hispanic,Master,24,Tier 3,0.0
2670,Prefer not to say,Asian,Master,25,Tier 1,1.0
2671,Female,Black,Bachelor,22,Tier 3,0.0
2672,Female,Other,Bachelor,23,Tier 2,1.0
2673,Male,White,Bachelor,23,Tier 3,0.0
2674,Female,Asian,Bachelor,26,Tier 3,4.0
2675,Other,Asian,Bachelor,23,Tier 3,2.0
2676,Female,Prefer not to say,Bachelor,43,Tier 3,10.0
2677,Prefer not to say,White,Bachelor,23,Tier 3,0.0
2678,Prefer not to say,Asian,Bachelor,42,Tier 3,9.0
2679,Female,Hispanic,Bachelor,45,Tier 3,10.0
2680,Male,Other,Bachelor,23,Tier 3,2.0
2681,Prefer not to say,Asian,Master,27,Tier 3,4.0
2682,Male,White,Bachelor,33,Tier 3,7.0
2683,Male,Asian,Bachelor,23,Tier 2,0.0
2684,Female,Hispanic,Bachelor,21,Tier 1,0.0
2685,Female,Asian,Bachelor,41,Tier 3,11.0
2686,Female,Other,Bachelor,23,Tier 3,0.0
2687,Other,Hispanic,Bachelor,34,Tier 3,3.0
2688,Other,White,Master,24,Tier 1,0.0
2689,Prefer not to say,Hispanic,Bachelor,21,Tier 3,1.0
2690,Male,Prefer not to say,Master,26,Tier 2,4.0
2691,Female,White,Bachelor,22,Tier 2,0.0
2692,Male,Hispanic,Master,25,Tier 3,2.0
2693,Female,Prefer not to say,Bachelor,21,Tier 3,0.0
2694,Female,Hispanic,Master,28,Tier 2,2.0
2695,Male,Asian,PhD,28,Tier 2,0.0
2696,Female,White,Bachelor,51,Tier 3,9.0
2697,Other,Other,Bachelor,23,Tier 3,0.0
2698,Female,Black,Bachelor,22,Tier 2,0.0
2699,Male,White,Bachelor,21,Tier 1,0.0
2700,Male,White,Bachelor,51,Tier 3,10.0
2701,Prefer not to say,White,Bachelor,23,Tier 3,0.0
2702,Female,Other,Bachelor,40,Tier 2,12.0
2703,Female,Hispanic,Bachelor,38,Tier 3,6.0
2704,Female,Hispanic,Bachelor,22,Tier 2,0.0
2705,Male,Asian,PhD,39,Tier 3,5.0
2706,Male,Asian,Bachelor,21,Tier 3,2.0
2707,Male,Other,Bachelor,21,Tier 3,0.0
2708,Male,White,PhD,50,Tier 3,8.0
2709,Female,Hispanic,Bachelor,43,Tier 3,9.0
2710,Male,Hispanic,Master,27,Tier 2,3.0
2711,Male,Black,Master,25,Tier 3,3.0
2712,Male,Hispanic,Bachelor,48,Tier 3,9.0
2713,Other,White,Master,28,Tier 3,3.0
2714,Male,Hispanic,Bachelor,23,Tier 3,1.0
2715,Female,Prefer not to say,Bachelor,48,Tier 3,8.0
2716,Male,Hispanic,PhD,21,Tier 3,0.0
2717,Female,Prefer not to say,Bachelor,22,Tier 3,0.0
2718,Female,Asian,Bachelor,21,Tier 3,2.0
2719,Male,Asian,Bachelor,44,Tier 3,10.0
2720,Female,White,Master,33,Tier 3,3.0
2721,Female,Prefer not to say,Bachelor,23,Tier 3,0.0
2722,Female,Asian,Bachelor,23,Tier 2,0.0
2723,Other,White,Bachelor,22,Tier 3,2.0
2724,Male,Black,Bachelor,22,Tier 3,0.0
2725,Other,White,Bachelor,21,Tier 2,0.0
2726,Female,Black,Bachelor,22,Tier 3,2.0
2727,Male,Hispanic,Bachelor,51,Tier 2,10.0
2728,Male,Asian,Bachelor,23,Tier 3,2.0
2729,Male,Black,Bachelor,51,Tier 1,7.0
2730,Female,White,Master,27,Tier 1,2.0
2731,Female,Black,Bachelor,23,Tier 3,0.0
2732,Female,Other,Bachelor,23,Tier 1,0.0
2733,Female,Asian,Bachelor,22,Tier 2,0.0
2734,Female,White,Bachelor,52,Tier 3,11.0
2735,Other,Hispanic,Bachelor,21,Tier 2,0.0
2736,Male,Prefer not to say,Master,26,Tier 2,4.0
2737,Prefer not to say,Hispanic,Bachelor,23,Tier 2,0.0
2738,Male,White,Bachelor,23,Tier 3,0.0
2739,Female,Hispanic,Bachelor,40,Tier 2,7.0
2740,Male,Hispanic,PhD,50,Tier 2,10.0
2741,Female,Other,Master,25,Tier 1,0.0
2742,Female,Hispanic,Master,26,Tier 3,1.0
2743,Male,Black,Bachelor,54,Tier 2,9.0
2744,Male,Other,Bachelor,21,Tier 3,0.0
2745,Prefer not to say,White,Bachelor,23,Tier 3,0.0
2746,Male,White,Bachelor,41,Tier 3,12.0
2747,Male,Prefer not to say,Bachelor,23,Tier 3,0.0
2748,Male,Hispanic,Bachelor,28,Tier 3,2.0
2749,Female,Black,Bachelor,23,Tier 3,0.0
2750,Female,Asian,PhD,22,Tier 1,0.0
2751,Male,Hispanic,Bachelor,43,Tier 3,6.0
2752,Male,White,Bachelor,23,Tier 1,0.0
2753,Female,White,Bachelor,21,Tier 2,0.0
2754,Female,White,Bachelor,23,Tier 3,0.0
2755,Male,Prefer not to say,Bachelor,21,Tier 2,0.0
2756,Male,White,Bachelor,22,Tier 2,0.0
2757,Male,Black,Master,25,Tier 2,1.0
2758,Female,White,Bachelor,23,Tier 2,0.0
2759,Other,Hispanic,Bachelor,22,Tier 3,0.0
2760,Female,White,Master,26,Tier 2,2.0
2761,Other,Hispanic,PhD,43,Tier 2,9.0
2762,Female,Prefer not to say,Bachelor,21,Tier 3,0.0
2763,Female,Black,Master,26,Tier 3,4.0
2764,Female,Asian,Bachelor,45,Tier 3,10.0
2765,Female,White,Bachelor,23,Tier 3,0.0
2766,Male,Asian,Bachelor,21,Tier 3,0.0
2767,Male,White,Master,31,Tier 2,5.0
2768,Male,Hispanic,Bachelor,23,Tier 1,0.0
2769,Female,Asian,PhD,46,Tier 2,9.0
2770,Male,White,Bachelor,50,Tier 3,9.0
2771,Prefer not to say,Hispanic,Master,27,Tier 2,0.0
2772,Male,Other,Bachelor,23,Tier 2,0.0
2773,Female,Asian,Bachelor,23,Tier 2,0.0
2774,Male,Other,Bachelor,22,Tier 3,0.0
2775,Male,Hispanic,Master,24,Tier 2,0.0
2776,Female,Black,Master,24,Tier 3,0.0
2777,Female,White,Master,28,Tier 3,4.0
2778,Female,Asian,Bachelor,23,Tier 2,0.0
2779,Female,Asian,Bachelor,23,Tier 3,0.0
2780,Female,White,Bachelor,23,Tier 2,0.0
2781,Male,Hispanic,Bachelor,24,Tier 3,2.0
2782,Male,Other,Bachelor,44,Tier 3,7.0
2783,Female,White,Master,26,Tier 3,5.0
2784,Female,Asian,Bachelor,21,Tier 2,0.0
2785,Male,Asian,Bachelor,35,Tier 2,5.0
2786,Male,Prefer not to say,Master,27,Tier 3,3.0
2787,Other,Asian,Bachelor,23,Tier 2,0.0
2788,Female,White,Bachelor,21,Tier 2,0.0
2789,Female,Prefer not to say,Bachelor,52,Tier 3,7.0
2790,Female,Prefer not to say,Master,26,Tier 3,2.0
2791,Prefer not to say,Other,Bachelor,47,Tier 3,11.0
2792,Female,White,Bachelor,22,Tier 3,0.0
2793,Female,Prefer not to say,Bachelor,47,Tier 3,6.0
2794,Other,Hispanic,Bachelor,28,Tier 1,1.0
2795,Male,White,Bachelor,23,Tier 3,1.0
2796,Male,White,Bachelor,21,Tier 3,0.0
2797,Male,Hispanic,Master,28,Tier 3,1.0
2798,Female,Black,Bachelor,22,Tier 3,0.0
2799,Prefer not to say,White,Master,25,Tier 3,2.0
2800,Female,Hispanic,Bachelor,21,Tier 3,0.0
2801,Female,Other,Bachelor,39,Tier 1,10.0
2802,Female,Prefer not to say,Bachelor,21,Tier 3,0.0
2803,Prefer not to say,Asian,Master,25,Tier 2,4.0
2804,Female,Other,Master,24,Tier 1,1.0
2805,Male,Asian,Master,25,Tier 1,2.0
2806,Female,Black,Master,25,Tier 3,4.0
2807,Male,Hispanic,Master,25,Tier 3,1.0
2808,Female,Asian,Master,41,Tier 3,7.0
2809,Male,Hispanic,Bachelor,21,Tier 3,0.0
2810,Prefer not to say,Hispanic,Bachelor,23,Tier 3,0.0
2811,Female,Other,Bachelor,44,Tier 3,9.0
2812,Female,Hispanic,Master,24,Tier 3,0.0
2813,Female,Other,Bachelor,32,Tier 2,6.0
2814,Male,Hispanic,Bachelor,21,Tier 3,0.0
2815,Other,White,Bachelor,23,Tier 2,0.0
2816,Male,White,Bachelor,23,Tier 3,0.0
2817,Prefer not to say,White,Bachelor,22,Tier 3,1.0
2818,Prefer not to say,Hispanic,Master,24,Tier 2,1.0
2819,Male,Other,Bachelor,46,Tier 3,10.0
2820,Male,Black,Master,26,Tier 3,2.0
2821,Female,Prefer not to say,Bachelor,21,Tier 1,0.0
2822,Female,Prefer not to say,Master,41,Tier 3,11.0
2823,Female,White,Master,23,Tier 3,0.0
2824,Female,Other,Master,27,Tier 2,5.0
2825,Female,Other,Bachelor,21,Tier 2,0.0
2826,Male,Hispanic,Master,23,Tier 3,0.0
2827,Female,Asian,Master,25,Tier 3,0.0
2828,Prefer not to say,Other,PhD,43,Tier 3,8.0
2829,Female,Hispanic,Bachelor,21,Tier 3,0.0
2830,Prefer not to say,White,Bachelor,26,Tier 3,2.0
2831,Prefer not to say,Prefer not to say,Bachelor,21,Tier 3,0.0
2832,Male,Hispanic,Master,53,Tier 2,12.0
2833,Male,Hispanic,Master,39,Tier 3,6.0
2834,Prefer not to say,Other,Bachelor,39,Tier 3,10.0
2835,Prefer not to say,White,Master,26,Tier 3,5.0
2836,Prefer not to say,Other,Master,26,Tier 3,1.0
2837,Other,Hispanic,Bachelor,23,Tier 2,0.0
2838,Prefer not to say,Hispanic,Bachelor,43,Tier 3,12.0
2839,Male,Prefer not to say,Bachelor,23,Tier 3,0.0
2840,Male,Black,Bachelor,23,Tier 2,0.0
2841,Female,White,Bachelor,23,Tier 2,0.0
2842,Female,Other,Bachelor,21,Tier 3,0.0
2843,Female,Asian,Bachelor,21,Tier 2,0.0
2844,Male,White,Master,55,Tier 3,6.0
2845,Other,Asian,Master,33,Tier 3,6.0
2846,Male,Hispanic,Master,28,Tier 1,3.0
2847,Other,Black,Master,25,Tier 3,2.0
2848,Male,Asian,Bachelor,29,Tier 3,0.0
2849,Female,White,Bachelor,42,Tier 3,8.0
2850,Prefer not to say,Asian,Bachelor,22,Tier 2,0.0
2851,Male,Asian,Bachelor,47,Tier 3,8.0
2852,Female,Prefer not to say,Bachelor,21,Tier 2,0.0
2853,Male,Asian,Bachelor,21,Tier 3,0.0
2854,Prefer not to say,Other,PhD,39,Tier 3,9.0
2855,Male,White,Bachelor,23,Tier 3,0.0
2856,Prefer not to say,White,Bachelor,22,Tier 1,0.0
2857,Male,Asian,Bachelor,35,Tier 3,5.0
2858,Female,White,Bachelor,22,Tier 2,0.0
2859,Male,Hispanic,Bachelor,21,Tier 2,0.0
2860,Prefer not to say,Black,Bachelor,23,Tier 3,0.0
2861,Male,Black,Bachelor,31,Tier 3,4.0
2862,Male,Prefer not to say,Bachelor,38,Tier 2,6.0
2863,Male,White,Bachelor,23,Tier 3,0.0
2864,Male,Other,Master,24,Tier 2,0.0
2865,Male,Black,Master,22,Tier 2,0.0
2866,Male,Black,Bachelor,22,Tier 3,2.0
2867,Male,Hispanic,Master,28,Tier 3,4.0
2868,Female,Black,Bachelor,22,Tier 1,0.0
2869,Female,White,Master,24,Tier 3,0.0
2870,Female,White,Master,24,Tier 3,0.0
2871,Male,Other,Master,28,Tier 2,2.0
2872,Female,Black,Master,31,Tier 3,7.0
2873,Male,Other,Bachelor,27,Tier 2,2.0
2874,Female,White,Master,27,Tier 2,1.0
2875,Male,Prefer not to say,Bachelor,21,Tier 3,0.0
2876,Female,Black,Master,26,Tier 3,0.0
2877,Male,Hispanic,Bachelor,21,Tier 3,1.0
2878,Female,Prefer not to say,Bachelor,21,Tier 3,1.0
2879,Male,Other,Bachelor,21,Tier 2,1.0
2880,Male,Prefer not to say,Bachelor,23,Tier 3,0.0
2881,Female,Black,Bachelor,50,Tier 1,9.0
2882,Male,Hispanic,Bachelor,26,Tier 3,4.0
2883,Male,Prefer not to say,Bachelor,21,Tier 3,0.0
2884,Female,White,Bachelor,22,Tier 2,1.0
2885,Female,White,Bachelor,22,Tier 3,2.0
2886,Female,White,Bachelor,23,Tier 2,1.0
2887,Prefer not to say,Asian,PhD,45,Tier 2,5.0
2888,Female,Black,Bachelor,46,Tier 3,7.0
2889,Female,Hispanic,Master,24,Tier 3,0.0
2890,Male,White,Bachelor,45,Tier 3,10.0
2891,Male,Asian,Bachelor,21,Tier 3,2.0
2892,Female,Asian,Bachelor,21,Tier 1,0.0
2893,Prefer not to say,White,Bachelor,39,Tier 3,11.0
2894,Female,Black,Master,25,Tier 3,5.0
2895,Female,Prefer not to say,Bachelor,25,Tier 2,5.0
2896,Male,Hispanic,Master,25,Tier 2,0.0
2897,Female,Black,Bachelor,21,Tier 3,0.0
2898,Male,Other,Bachelor,22,Tier 2,0.0
2899,Female,White,Bachelor,22,Tier 2,0.0
2900,Male,Black,Master,41,Tier 3,10.0
2901,Female,Black,Bachelor,21,Tier 3,0.0
2902,Other,Asian,Bachelor,46,Tier 1,9.0
2903,Male,Hispanic,Master,27,Tier 3,4.0
2904,Prefer not to say,Asian,Bachelor,22,Tier 1,1.0
2905,Female,Black,Bachelor,22,Tier 2,0.0
2906,Male,White,Bachelor,23,Tier 3,0.0
2907,Female,White,Bachelor,21,Tier 3,2.0
2908,Male,Other,Bachelor,23,Tier 3,0.0
2909,Other,Prefer not to say,Master,24,Tier 3,0.0
2910,Male,Asian,Bachelor,34,Tier 3,6.0
2911,Female,Black,Bachelor,32,Tier 3,5.0
2912,Female,White,Bachelor,22,Tier 3,1.0
2913,Male,Hispanic,Master,28,Tier 2,5.0
2914,Male,Other,Master,24,Tier 1,0.0
2915,Prefer not to say,Asian,Bachelor,30,Tier 3,3.0
2916,Male,Black,Bachelor,23,Tier 3,0.0
2917,Female,Other,Bachelor,46,Tier 1,11.0
2918,Female,White,Bachelor,36,Tier 2,7.0
2919,Prefer not to say,Asian,Bachelor,21,Tier 3,0.0
2920,Female,Black,Master,25,Tier 3,4.0
2921,Female,Black,Bachelor,22,Tier 3,1.0
2922,Female,Asian,Master,49,Tier 3,8.0
2923,Other,Black,Bachelor,22,Tier 3,2.0
2924,Female,Other,Bachelor,21,Tier 3,0.0
2925,Prefer not to say,White,Master,34,Tier 2,4.0
2926,Female,Hispanic,Bachelor,23,Tier 2,0.0
2927,Male,Hispanic,Master,28,Tier 3,4.0
2928,Female,Asian,PhD,55,Tier 3,10.0
2929,Female,Hispanic,Master,55,Tier 3,5.0
2930,Male,White,Bachelor,22,Tier 2,0.0
2931,Other,Prefer not to say,Bachelor,21,Tier 2,0.0
2932,Female,Prefer not to say,Bachelor,38,Tier 1,5.0
2933,Other,Asian,Master,29,Tier 2,3.0
2934,Male,Other,Bachelor,22,Tier 3,1.0
2935,Male,Other,Master,28,Tier 3,5.0
2936,Male,Other,Master,34,Tier 3,7.0
2937,Female,Black,Bachelor,21,Tier 3,0.0
2938,Female,Black,Bachelor,30,Tier 2,1.0
2939,Prefer not to say,Black,Master,25,Tier 3,1.0
2940,Male,Hispanic,Bachelor,23,Tier 3,0.0
2941,Female,Other,Bachelor,35,Tier 2,6.0
2942,Male,Prefer not to say,Bachelor,23,Tier 1,0.0
2943,Male,Hispanic,Bachelor,50,Tier 2,11.0
2944,Male,Other,Bachelor,50,Tier 3,9.0
2945,Other,Asian,Master,28,Tier 2,2.0
2946,Male,White,Master,27,Tier 2,2.0
2947,Female,Other,Master,24,Tier 3,2.0
2948,Female,Asian,Master,25,Tier 3,4.0
2949,Male,Hispanic,Bachelor,51,Tier 3,7.0
2950,Female,Asian,Master,25,Tier 2,3.0
2951,Male,Asian,Bachelor,38,Tier 2,6.0
2952,Female,White,Bachelor,29,Tier 1,2.0
2953,Female,Hispanic,Master,26,Tier 1,3.0
2954,Male,Hispanic,Bachelor,21,Tier 3,2.0
2955,Female,Black,Master,27,Tier 2,4.0
2956,Male,Hispanic,Bachelor,49,Tier 3,9.0
2957,Female,White,Master,25,Tier 1,4.0
2958,Female,Prefer not to say,Bachelor,22,Tier 3,0.0
2959,Prefer not to say,Prefer not to say,Master,28,Tier 2,0.0
2960,Female,Asian,Master,24,Tier 2,0.0
2961,Prefer not to say,Asian,Master,54,Tier 3,9.0
2962,Female,Asian,Bachelor,41,Tier 3,5.0
2963,Male,White,Bachelor,22,Tier 2,0.0
2964,Female,White,Master,28,Tier 1,4.0
2965,Male,Asian,Bachelor,21,Tier 3,0.0
2966,Prefer not to say,White,Bachelor,23,Tier 3,0.0
2967,Male,Prefer not to say,Bachelor,42,Tier 3,9.0
2968,Female,Black,Master,26,Tier 2,3.0
2969,Female,Hispanic,Bachelor,54,Tier 2,9.0
2970,Male,Hispanic,Master,37,Tier 3,8.0
2971,Prefer not to say,White,Bachelor,51,Tier 3,11.0
2972,Male,Other,Bachelor,21,Tier 3,0.0
2973,Female,Black,Bachelor,55,Tier 3,8.0
2974,Female,White,Bachelor,21,Tier 3,0.0
2975,Male,Asian,Bachelor,55,Tier 3,5.0
2976,Other,Asian,Bachelor,23,Tier 2,1.0
2977,Male,Asian,Bachelor,22,Tier 1,0.0
2978,Female,Black,Master,26,Tier 2,5.0
2979,Prefer not to say,Black,Bachelor,21,Tier 3,2.0
2980,Female,White,Bachelor,22,Tier 1,0.0
2981,Prefer not to say,Asian,PhD,42,Tier 3,11.0
2982,Male,White,Bachelor,31,Tier 3,7.0
2983,Male,Prefer not to say,Bachelor,21,Tier 3,0.0
2984,Male,White,Bachelor,21,Tier 3,0.0
2985,Female,Asian,Bachelor,22,Tier 3,0.0
2986,Male,Asian,Master,27,Tier 3,5.0
2987,Female,Asian,Bachelor,21,Tier 2,0.0
2988,Other,Hispanic,Master,24,Tier 2,0.0
2989,Prefer not to say,Asian,Master,22,Tier 2,0.0
2990,Male,Black,Master,24,Tier 3,1.0
2991,Female,White,Bachelor,22,Tier 3,0.0
2992,Male,White,Bachelor,22,Tier 3,0.0
2993,Male,Hispanic,Bachelor,50,Tier 2,10.0
2994,Other,Hispanic,Bachelor,51,Tier 3,9.0
2995,Prefer not to say,Black,Bachelor,21,Tier 3,0.0
2996,Male,White,Master,24,Tier 3,0.0
2997,Female,White,Master,28,Tier 3,3.0
2998,Female,Black,Bachelor,22,Tier 2,0.0
2999,Female,Black,Bachelor,45,Tier 3,11.0
3000,Female,Hispanic,Bachelor,21,Tier 2,1.0
3001,Male,Black,PhD,42,Tier 3,10.0
3002,Male,Black,Bachelor,21,Tier 3,0.0
3003,Male,White,Master,24,Tier 2,0.0
3004,Female,Prefer not to say,Bachelor,22,Tier 3,0.0
3005,Female,Hispanic,Bachelor,22,Tier 3,0.0
3006,Other,White,Bachelor,23,Tier 1,0.0
3007,Other,Black,Master,48,Tier 3,7.0
3008,Male,Hispanic,Master,24,Tier 3,0.0
3009,Female,Prefer not to say,Bachelor,23,Tier 1,1.0
3010,Male,Black,Master,27,Tier 3,3.0
3011,Male,Prefer not to say,Bachelor,21,Tier 1,2.0
3012,Female,Prefer not to say,Bachelor,52,Tier 2,10.0
3013,Female,Hispanic,Bachelor,22,Tier 1,0.0
3014,Prefer not to say,White,Bachelor,23,Tier 2,0.0
3015,Prefer not to say,White,Bachelor,23,Tier 3,0.0
3016,Male,Prefer not to say,Bachelor,23,Tier 3,0.0
3017,Prefer not to say,Black,Master,27,Tier 2,5.0
3018,Female,Hispanic,Bachelor,51,Tier 3,11.0
3019,Male,Hispanic,Bachelor,23,Tier 3,0.0
3020,Female,Prefer not to say,Bachelor,42,Tier 2,10.0
3021,Male,Black,Bachelor,22,Tier 3,0.0
3022,Male,Prefer not to say,Bachelor,22,Tier 3,0.0
3023,Female,Hispanic,PhD,51,Tier 3,12.0
3024,Other,Black,Master,24,Tier 2,0.0
3025,Prefer not to say,White,Bachelor,22,Tier 3,0.0
3026,Female,Asian,Bachelor,35,Tier 1,6.0
3027,Female,Prefer not to say,PhD,30,Tier 3,5.0
3028,Female,White,Bachelor,23,Tier 3,0.0
3029,Female,Prefer not to say,Master,25,Tier 2,4.0
3030,Prefer not to say,Black,Bachelor,23,Tier 3,1.0
3031,Male,Black,Bachelor,23,Tier 1,0.0
3032,Male,Prefer not to say,Bachelor,29,Tier 3,4.0
3033,Other,Hispanic,Bachelor,22,Tier 2,0.0
3034,Male,Black,Bachelor,21,Tier 3,0.0
3035,Female,Black,Bachelor,23,Tier 2,0.0
3036,Prefer not to say,Other,Bachelor,51,Tier 3,7.0
3037,Female,Other,Master,27,Tier 1,2.0
3038,Male,Hispanic,Master,53,Tier 3,6.0
3039,Female,Hispanic,Bachelor,23,Tier 3,0.0
3040,Male,Hispanic,Master,26,Tier 1,5.0
3041,Prefer not to say,Hispanic,Bachelor,46,Tier 3,9.0
3042,Male,Prefer not to say,Bachelor,34,Tier 2,6.0
3043,Other,Hispanic,Bachelor,35,Tier 3,4.0
3044,Male,White,Bachelor,22,Tier 3,1.0
3045,Female,Hispanic,Bachelor,21,Tier 3,0.0
3046,Female,White,Bachelor,21,Tier 2,2.0
3047,Female,Hispanic,Bachelor,22,Tier 3,2.0
3048,Prefer not to say,Asian,Bachelor,25,Tier 2,3.0
3049,Female,Other,Bachelor,23,Tier 2,2.0
3050,Female,White,PhD,46,Tier 3,7.0
3051,Other,Other,Bachelor,22,Tier 2,0.0
3052,Male,Black,Bachelor,22,Tier 2,0.0
3053,Other,Other,Bachelor,21,Tier 1,0.0
3054,Male,White,Bachelor,23,Tier 1,0.0
3055,Male,Hispanic,Master,28,Tier 1,3.0
3056,Female,White,Master,29,Tier 2,5.0
3057,Female,White,Master,24,Tier 3,1.0
3058,Female,Asian,Bachelor,46,Tier 1,9.0
3059,Female,Asian,Master,24,Tier 3,0.0
3060,Female,White,Master,35,Tier 2,5.0
3061,Prefer not to say,Hispanic,PhD,45,Tier 3,5.0
3062,Male,White,Bachelor,23,Tier 3,0.0
3063,Other,Prefer not to say,Bachelor,41,Tier 3,11.0
3064,Male,Hispanic,Master,34,Tier 2,6.0
3065,Female,Black,Bachelor,25,Tier 2,2.0
3066,Other,White,PhD,50,Tier 1,6.0
3067,Female,White,Bachelor,23,Tier 2,1.0
